		L v S log2 FC				
PA1977	32.69495859	0.582780435	0.594237484	0.980719747	0.326730963	0.994061663
PA2080	32.69495859	0.582780435	0.594237484	0.980719747	0.326730963	0.994061663
PA1186	68.06252961	0.582861841	0.531564848	1.096501852	0.272859213	0.994061663
EBG00001435503	118.6639914	0.583222908	0.543974223	1.072151736	0.283651884	0.994061663
PA1873	50.3787441	0.584006587	0.555065337	1.052140258	0.292735204	0.994061663
PA5263	678.7990109	0.584366638	0.573928176	1.01818775	0.30858874	0.994061663
PA2599	35.94663704	0.58482488	0.585705652	0.998496222	0.318038796	0.994061663
PA0672	53.63042254	0.585152016	0.549822065	1.064257062	0.287212264	0.994061663
PA1281	176.7933115	0.585766193	0.544997546	1.074805193	0.282461955	0.994061663
PA3828	108.9089561	0.585802479	0.512022624	1.144094911	0.252584278	0.994061663
PA5029	116.6595321	0.585883304	0.545709873	1.07361683	0.282994451	0.994061663
PA3832	56.88210099	0.58609417	0.545068339	1.075267317	0.282255064	0.994061663
PA3097	13.5857798	0.586334656	0.65614456	0.893605908	0.371532784	0.994061663
PA4653	123.741955	0.586592154	0.510468769	1.149124471	0.250504659	0.994061663
PA0478	102.4055992	0.58667159	0.513363831	1.142798839	0.253122121	0.994061663
PA3570	102.4055992	0.58667159	0.513363831	1.142798839	0.253122121	0.994061663
PA3924	117.2385981	0.587706644	0.511106104	1.149872089	0.250196558	0.994061663
PA4889	66.63713632	0.587915569	0.5333857	1.102233467	0.270360186	0.994061663
PA5479	158.4859165	0.58792917	0.510249575	1.152238431	0.249223109	0.994061663
PA4354	42.44999392	0.588101004	0.570620213	1.030634722	0.302712147	0.994061663
PA2556	69.88881476	0.588245639	0.530243186	1.109388399	0.267262665	0.994061663
PA3688	284.8559403	0.588414605	0.518346543	1.135176096	0.256301543	0.994061663
PA5284	238.1297665	0.588487133	0.514197746	1.144476299	0.252426162	0.994061663
PA3116	128.8199186	0.588545012	0.51037732	1.153156673	0.248846084	0.994061663
PA5182	296.8381527	0.589909175	0.519706009	1.13508246	0.25634077	0.994061663
PA0845	600.0014881	0.590308901	0.547008319	1.079158911	0.280516893	0.994061663
PA1207	246.8603004	0.591344917	0.515166839	1.147870694	0.251021948	0.994061663
PA2660	55.4567077	0.591977169	0.547535193	1.081167342	0.279622682	0.994061663
PA1326	34.52124375	0.59336194	0.589851737	1.005950993	0.314439145	0.994061663
PA5020	163.9647719	0.593553563	0.510922116	1.161730027	0.245345145	0.994061663
PA0836.1	371.5376698	0.593793278	0.549442589	1.080719425	0.27982194	0.994061663
PA1940	238.9315503	0.594368946	0.514827075	1.154502114	0.248294372	0.994061663
PA0618	37.77292219	0.594571607	0.581696374	1.022133942	0.306717511	0.994061663
PA3672	137.5504525	0.594823233	0.510727684	1.164658294	0.244157337	0.994061663
PA1646	204.5884807	0.595249434	0.550858432	1.080585136	0.279881697	0.994061663
PA2178	41.02460063	0.59560753	0.574192076	1.037296674	0.299597615	0.994061663
PA3766	107.8844547	0.596011047	0.51311144	1.161562578	0.24541319	0.994061663
PA1247	20.08913668	0.596961572	0.635399732	0.939505547	0.347471246	0.994061663
PA3725	54.03131441	0.598114601	0.550103116	1.087277246	0.276914301	0.994061663
PA1874	874.9242189	0.598284149	0.596423502	1.003119674	0.315803123	0.994061663
PA0799	63.78634974	0.598580848	0.537266311	1.114123175	0.265226348	0.994061663
PA0617	23.34081513	0.599268879	0.624074027	0.960252876	0.336927961	0.994061663
PA3084	23.34081513	0.599268879	0.624074027	0.960252876	0.336927961	0.994061663
PA1525	207.8401591	0.59937734	0.513244764	1.167819688	0.242879505	0.994061663
PA3668	91.62606244	0.599690315	0.517699745	1.158374755	0.246711137	0.994061663
PA3702	106.4590614	0.599736096	0.513700103	1.167482919	0.243015402	0.994061663
PA2466	114.7887034	0.600748575	0.5125622	1.172050095	0.241176944	0.994061663
PA2984	12.16038651	0.601244803	0.658813035	0.912618256	0.361443349	0.994061663
PA2025	293.5419307	0.601740242	0.554728139	1.084748004	0.27803328	0.994061663
PA0964	33.09585046	0.60249468	0.59413402	1.014072011	0.310548392	0.994061663
PA2901	4.632528193	0.60279671	0.580629768	1.038177411	0.299187467	0.994061663
PA0045	36.3475289	0.603060836	0.585686508	1.029664895	0.30316734	0.994061663
PA3596	116.6149886	0.603344453	0.512601349	1.177024708	0.239185645	0.994061663
PA2402	174.9224828	0.603658435	0.51225516	1.178433096	0.23862399	0.994061663
PA0391	113.3633101	0.60434237	0.513063234	1.177910109	0.238832445	0.994061663
PA2001	49.35424267	0.604442863	0.558208718	1.082825909	0.278885703	0.994061663
PA0511	55.85759956	0.604508855	0.54784244	1.103435605	0.269838042	0.994061663
PA0396	297.8181106	0.605280157	0.521328642	1.161033766	0.245628168	0.994061663
PA5501	253.9427234	0.605546955	0.51718231	1.170857826	0.24165593	0.994061663
PA2416	186.9046952	0.606416169	0.512932372	1.18225365	0.237105071	0.994061663
PA0649	200.3123008	0.606533144	0.513541926	1.181078142	0.237571682	0.994061663
PA1057	6.057921483	0.607425483	0.622839162	0.975252552	0.329435	0.994061663
EBG00001435453	15.41206495	0.607569546	0.651517017	0.932545936	0.351054459	0.994061663
PA0860	73.94227693	0.60777629	0.528362135	1.150302511	0.250019297	0.994061663
PA2284	67.43892004	0.609006929	0.534231228	1.139968795	0.254299302	0.994061663
PA4341	288.4639671	0.610035955	0.520843333	1.171246546	0.241499691	0.994061663
PA1627	18.66374339	0.61048218	0.640807702	0.952676097	0.340754208	0.994061663
PA3401	54.43220627	0.610897919	0.55039748	1.109921359	0.267032916	0.994061663
PA3522	143.8310917	0.610953485	0.512258446	1.192666495	0.233000013	0.994061663
PA0223	51.18052783	0.611226947	0.555555176	1.100209258	0.271240958	0.994061663
PA0284	44.67717094	0.611707249	0.567458599	1.077976879	0.281044074	0.994061663
PA0366	44.67717094	0.611707249	0.567458599	1.077976879	0.281044074	0.994061663
PA0621	44.67717094	0.611707249	0.567458599	1.077976879	0.281044074	0.994061663
PA1677	21.91542184	0.611740889	0.629442717	0.971876984	0.331111751	0.994061663
PA5569	21.91542184	0.611740889	0.629442717	0.971876984	0.331111751	0.994061663
PA1915	38.17381405	0.611982309	0.581730182	1.052003707	0.292797849	0.994061663
PA1489	25.16710028	0.612197651	0.618438837	0.98990816	0.322219011	0.994061663
PA2540	25.16710028	0.612197651	0.618438837	0.98990816	0.322219011	0.994061663
PA3589	31.67045717	0.612269114	0.598566965	1.02289159	0.306359106	0.994061663
PA4028	31.67045717	0.612269114	0.598566965	1.02289159	0.306359106	0.994061663
PA4021	138.664041	0.612516049	0.562843098	1.088253639	0.276483151	0.994061663
PA4303	123.9201292	0.612849228	0.512922686	1.19481794	0.232158169	0.994061663
PA3450	72.51688364	0.612967743	0.529939333	1.156675311	0.24740504	0.994061663
PA3403	62.76184831	0.615383294	0.539733493	1.140161396	0.254219067	0.994061663
PA5476	194.6107277	0.615478931	0.514162137	1.197052227	0.231286199	0.994061663
PA3679	792.8304741	0.616730864	0.590004556	1.045298478	0.295885041	0.994061663
PA5352	10.73499322	0.617221254	0.659288957	0.936192315	0.34917418	0.994061663
PA2652	129.3989846	0.619195572	0.513259424	1.206398837	0.227663744	0.994061663
PA0934	43.25177765	0.619557575	0.57086116	1.08530343	0.277787287	0.994061663
PA2561	79.42113239	0.620131128	0.525493545	1.180092761	0.237963323	0.994061663
PA0858	105.0782116	0.62036579	0.568834061	1.090591847	0.275452519	0.994061663
PA0127	64.58813346	0.620406523	0.53808217	1.152995877	0.248912077	0.994061663
PA5083	307.5286024	0.621498543	0.523947419	1.186184949	0.235549269	0.994061663
PA3922	122.8956277	0.622069268	0.513860177	1.210580809	0.226056103	0.994061663
PA0230	58.08477658	0.622478445	0.54606096	1.139943138	0.254309991	0.994061663
PA0076	30.24506388	0.622750509	0.603153458	1.032490986	0.301842168	0.994061663
PA2321	30.24506388	0.622750509	0.603153458	1.032490986	0.301842168	0.994061663
PA4057	13.98667166	0.623280204	0.655642193	0.950640777	0.341786761	0.994061663
PA4593	13.98667166	0.623280204	0.655642193	0.950640777	0.341786761	0.994061663
PA4867	13.98667166	0.623280204	0.655642193	0.950640777	0.341786761	0.994061663
PA0301	51.58141969	0.624542558	0.555821729	1.123638256	0.26116652	0.994061663
PA2261	51.58141969	0.624542558	0.555821729	1.123638256	0.26116652	0.994061663
PA5093	77.9957391	0.625257062	0.526860716	1.186759693	0.235322422	0.994061663
PA4478	20.49002855	0.6253211	0.634855892	0.984981172	0.324633319	0.994061663
PA1237	108.0626288	0.626059171	0.515861433	1.213618874	0.224893296	0.994061663
PA5358	99.73298677	0.626813408	0.517637375	1.21091219	0.22592906	0.994061663
PA4132	141.7820888	0.626974771	0.513802645	1.220263805	0.222364886	0.994061663
PA1844	41.82638436	0.6278438	0.574390901	1.093060141	0.274367395	0.994061663
PA1639	308.7312779	0.628047611	0.524727758	1.196901824	0.231344823	0.994061663
PA1126	120.0448412	0.629411423	0.514763169	1.222720391	0.221435323	0.994061663
PA0142	106.6372355	0.630165597	0.516486397	1.220101053	0.222426569	0.994061663
PA0197	124.2319339	0.630341256	0.575552695	1.095192954	0.273432112	0.994061663
PA1628	35.32302747	0.630512466	0.589785622	1.069053641	0.2850455	0.994061663
PA4226	76.57034581	0.630541376	0.528291389	1.193548464	0.232654644	0.994061663
PA1652	126.9490899	0.631642092	0.514553198	1.227554498	0.219614252	0.994061663
PA0546	415.3685135	0.63211449	0.575282299	1.09879009	0.271859636	0.994061663
PA5225	32.07134903	0.632155308	0.598469455	1.056286672	0.290837263	0.994061663
PA1731	61.73734688	0.632674487	0.542266264	1.166722936	0.243322277	0.994061663
PA2053	46.90434796	0.633319933	0.564572626	1.121768757	0.261960773	0.994061663
PA4031	149.0872294	0.633372612	0.514506878	1.231028464	0.218312219	0.994061663
PA2653	144.0092659	0.633457005	0.514462616	1.231298417	0.218211274	0.994061663
PA3192	9.309599927	0.633843723	0.656189218	0.965946569	0.334070918	0.994061663
PA5169	111.3588508	0.634146059	0.578586853	1.096025698	0.273067529	0.994061663
PA2584	19.06463526	0.634835293	0.641850381	0.989070524	0.322628638	0.994061663
PA2780	19.06463526	0.634835293	0.641850381	0.989070524	0.322628638	0.994061663
PA4287	19.06463526	0.634835293	0.641850381	0.989070524	0.322628638	0.994061663
PA2212	43.65266951	0.63489476	0.571012104	1.111876187	0.266191389	0.994061663
PA4598	145.835551	0.63501365	0.514630373	1.233921826	0.217232036	0.994061663
PA4588	115.5904871	0.63517703	0.579255688	1.096539996	0.27284253	0.994061663
PA4112	200.2677573	0.635280128	0.516426313	1.230146705	0.218642173	0.994061663
PA4899	75.14495252	0.635993048	0.529786497	1.200470475	0.229956672	0.994061663
PA5353	25.56799214	0.636042809	0.618091832	1.029042573	0.30345967	0.994061663
PA4073	40.40099107	0.636606258	0.578049964	1.10129971	0.270766237	0.994061663
PA2371	51.98231155	0.637650798	0.556118306	1.146609977	0.251542851	0.994061663
PA0475	22.3163137	0.63816249	0.628980962	1.014597466	0.310297748	0.994061663
PA2510	22.3163137	0.63816249	0.628980962	1.014597466	0.310297748	0.994061663
PA4536	22.3163137	0.63816249	0.628980962	1.014597466	0.310297748	0.994061663
PA1191	37.14931263	0.638516505	0.58571333	1.090151909	0.275646233	0.994061663
PA4704	296.9272398	0.639073313	0.524564317	1.21829353	0.223112448	0.994061663
PA1436	209.399183	0.640249984	0.51739575	1.23744732	0.21592106	0.994061663
PA4205	57.06027515	0.641081976	0.548858691	1.168027375	0.242795723	0.994061663
PA2244	276.6153854	0.641553049	0.522804678	1.227137163	0.219771042	0.994061663
PA2195	127.7508736	0.642511426	0.515591624	1.24616343	0.212704402	0.994061663
PA5546	268.2857433	0.643429971	0.522215798	1.232115102	0.217906091	0.994061663
PA2553	50.55691826	0.64522068	0.558980809	1.154280557	0.248385165	0.994061663
PA0399	189.4882205	0.645627283	0.516935535	1.24895125	0.211682905	0.994061663
PA2579	143.3856563	0.646346859	0.515739909	1.253241891	0.210117689	0.994061663
PA5234	198.2187544	0.647030168	0.517476146	1.250357476	0.211168991	0.994061663
PA1333	72.29416594	0.64743379	0.532978563	1.214746399	0.22446283	0.994061663
PA1926	47.30523982	0.64751488	0.56479203	1.146466036	0.251602373	0.994061663
PA2419	47.30523982	0.64751488	0.56479203	1.146466036	0.251602373	0.994061663
PA3407	250.201066	0.649404034	0.521236322	1.245891753	0.212804138	0.994061663
PA0747	160.8467241	0.650326013	0.516430511	1.25927109	0.207932432	0.994061663
PA1080	136.8822994	0.650389513	0.516153476	1.260070006	0.207644109	0.994061663
PA1344	32.47224089	0.651646387	0.598386021	1.089006703	0.27615093	0.994061663
PA3737	32.47224089	0.651646387	0.598386021	1.089006703	0.27615093	0.994061663
PA4965	40.80188293	0.65269774	0.578161143	1.128920108	0.258931538	0.994061663
PA2239	20.89092041	0.65285184	0.63435949	1.029151215	0.303408623	0.994061663
PA1567	256.0808133	0.654421784	0.592561394	1.104394904	0.26942187	0.994061663
PA1435	62.53913061	0.654734317	0.543071006	1.205614569	0.227966139	0.994061663
PA4662	62.53913061	0.654734317	0.543071006	1.205614569	0.227966139	0.994061663
PA2071	81.02469984	0.654806899	0.527551026	1.241220028	0.214524478	0.994061663
PA1462	29.22056245	0.655202395	0.607715572	1.078139883	0.280971336	0.994061663
PA3810	54.20948857	0.655591749	0.554000785	1.183376932	0.236659796	0.994061663
PA0022	163.0739011	0.655682477	0.517032937	1.268163843	0.204739446	0.994061663
PA1554	37.55020449	0.655749014	0.585761745	1.119480778	0.262935087	0.994061663
PA4022	17.63924197	0.656323449	0.645466729	1.016819953	0.309239088	0.994061663
PA4129	17.63924197	0.656323449	0.645466729	1.016819953	0.309239088	0.994061663
PA3974	82.85098499	0.657678056	0.526790976	1.248461127	0.211862235	0.994061663
PA2062	11.13588508	0.658922758	0.659406279	0.999266733	0.317665496	0.994061663
PA0174	14.38756352	0.658942447	0.655142409	1.005800323	0.314511632	0.994061663
PA0261	14.38756352	0.658942447	0.655142409	1.005800323	0.314511632	0.994061663
PA1185	14.38756352	0.658942447	0.655142409	1.005800323	0.314511632	0.994061663
PA2138	14.38756352	0.658942447	0.655142409	1.005800323	0.314511632	0.994061663
PA3307	14.38756352	0.658942447	0.655142409	1.005800323	0.314511632	0.994061663
PA4431	14.38756352	0.658942447	0.655142409	1.005800323	0.314511632	0.994061663
PA4454	14.38756352	0.658942447	0.655142409	1.005800323	0.314511632	0.994061663
PA5210	419.288345	0.659894601	0.540863241	1.22007663	0.222435827	0.994061663
PA4596	177.2832905	0.659931799	0.517927251	1.274178562	0.202600141	0.994061663
PA0646	79.59930655	0.660434231	0.528899751	1.248694538	0.211776819	0.994061663
PA3220	61.11373732	0.661618949	0.545276739	1.213363604	0.224990835	0.994061663
PA4510	6.458813346	0.662286853	0.627959794	1.054664422	0.291578829	0.994061663
PA0485	39.37648964	0.662385121	0.581930213	1.138255252	0.255013913	0.994061663
PA1720	5.033420056	0.662758468	0.590468607	1.12242795	0.261680526	0.994061663
PA3707	5.033420056	0.662758468	0.590468607	1.12242795	0.261680526	0.994061663
PA2263	22.71720556	0.663830089	0.628574811	1.05608764	0.290928177	0.994061663
PA5551	22.71720556	0.663830089	0.628574811	1.05608764	0.290928177	0.994061663
PA5103	73.09594966	0.666280326	0.5339641	1.247799856	0.212104362	0.994061663
PA3421	49.53241683	0.6666217	0.562225965	1.185682878	0.235747559	0.994061663
PA1265	27.79516916	0.66804411	0.612564723	1.09056902	0.275462568	0.994061663
PA5216	115.9468354	0.668886065	0.518974571	1.288860961	0.197446428	0.994061663
PA2057	80.00019841	0.669006574	0.529417606	1.263665143	0.206350241	0.994061663
PA0058	51.35870199	0.671421504	0.559562729	1.199903905	0.230176663	0.994061663
PA2011	375.8138497	0.671985491	0.536688895	1.252095017	0.210535243	0.994061663
PA4322	56.43666558	0.67220886	0.552083538	1.21758541	0.223381562	0.994061663
PA3958	251.9828076	0.672735667	0.523757125	1.284442033	0.198987334	0.994061663
PA2573	236.3480249	0.673719843	0.522610491	1.289143358	0.197348252	0.994061663
PA2299	16.21384868	0.673998535	0.650369308	1.036332013	0.300047276	0.994061663
PA1308	116.3477273	0.674755374	0.519477836	1.298910803	0.193974542	0.994061663
PA1617	48.10702354	0.675225135	0.565301733	1.19445085	0.232301656	0.994061663
PA4163	97.46126622	0.675940283	0.522835976	1.2928343	0.196068375	0.994061663
PA0998	34.69941791	0.677435293	0.593999399	1.14046461	0.254092788	0.994061663
PA2998	12.96217023	0.678104697	0.658223118	1.030204923	0.302913819	0.994061663
PA4664	12.96217023	0.678104697	0.658223118	1.030204923	0.302913819	0.994061663
PA1223	9.710491789	0.67819608	0.656994776	1.032270125	0.301945592	0.994061663
PA3031	9.710491789	0.67819608	0.656994776	1.032270125	0.301945592	0.994061663
PA3697	39.7773815	0.678567024	0.582054926	1.165812699	0.243690182	0.994061663
PA2067	21.29181227	0.679562201	0.633917226	1.072004628	0.283717953	0.994061663
PA0078	89.13162418	0.680768418	0.525999333	1.294238179	0.195583163	0.994061663
PA4815	26.36977587	0.681900526	0.617552145	1.104199104	0.269506778	0.994061663
PA1130	260.4906238	0.682115277	0.525445905	1.298164608	0.194230777	0.994061663
PA4752	36.52570306	0.683598457	0.589861991	1.158912539	0.246491837	0.994061663
PA1814	46.68163025	0.684258937	0.568495652	1.203630908	0.228732268	0.994061663
PA4912	46.68163025	0.684258937	0.568495652	1.203630908	0.228732268	0.994061663
PA0106	167.7064293	0.685120775	0.520159931	1.317134853	0.187793426	0.994061663
PA3410	18.04013383	0.686367436	0.644935502	1.064241981	0.287219094	0.994061663
PA2012	87.70623089	0.686382635	0.527125614	1.302123472	0.19287418	0.994061663
PA2527	181.9158187	0.686901245	0.520835609	1.318844629	0.187221061	0.994061663
PA0580	240.1787694	0.687986434	0.524408383	1.311928748	0.189544177	0.994061663
PA1634	23.11809743	0.688821548	0.628201476	1.096497819	0.272860977	0.994061663
PA5400	38.35198821	0.689249335	0.585935663	1.176322552	0.239466007	0.994061663
PA4365	28.19606102	0.689421813	0.61238539	1.125797291	0.260251331	0.994061663
PA3607	65.56809135	0.689889011	0.542719911	1.271169525	0.203668346	0.994061663
PA0371	91.35880119	0.690139714	0.526074282	1.311867424	0.189564871	0.994061663
PA4692	60.49012775	0.691023697	0.548400997	1.260070096	0.207644077	0.994061663
PA1943	184.1429957	0.691157645	0.521354822	1.325695314	0.18494064	0.994061663
PA4914	72.4723401	0.691308409	0.536632718	1.288233808	0.197664587	0.994061663
PA2068	50.33420056	0.692967987	0.562804587	1.231276367	0.218219518	0.994061663
PA3882	14.78845539	0.69328146	0.65466276	1.058990221	0.289604233	0.994061663
PA0374	96.83765665	0.695103613	0.524816829	1.324468986	0.185347337	0.994061663
PA2096	96.83765665	0.695103613	0.524816829	1.324468986	0.185347337	0.994061663
PA0160	69.22066166	0.695534569	0.539734964	1.288659464	0.197516501	0.994061663
PA1103	145.9691816	0.696637285	0.520778904	1.337683381	0.180999671	0.994061663
PA2689	52.16048571	0.696871907	0.560192837	1.243985752	0.213504807	0.994061663
PA3305	24.94438258	0.696887659	0.62266234	1.119206373	0.263052107	0.994061663
PA0699	8.285098499	0.697927864	0.649227563	1.075012682	0.282369051	0.994061663
PA1979	8.285098499	0.697927864	0.649227563	1.075012682	0.282369051	0.994061663
PA3763	209.7109878	0.698187329	0.523377178	1.334004154	0.182202495	0.994061663
PA4730	59.06473446	0.698864367	0.550773262	1.268878529	0.204484391	0.994061663
PA0473	11.53677694	0.698893794	0.659445037	1.059821145	0.289225975	0.994061663
PA4799	190.4236349	0.699802634	0.522547421	1.339213641	0.180501133	0.994061663
PA3700	53.98677087	0.700483179	0.557750184	1.255908468	0.209149158	0.994061663
PA5139	169.3099968	0.700835827	0.52186334	1.342948955	0.179288503	0.994061663
PA2066	48.90880727	0.702115645	0.565850681	1.240814351	0.214674339	0.994061663
PA5105	31.84863133	0.702219363	0.602771299	1.164984735	0.244025172	0.994061663
PA5473	215.5907351	0.702428622	0.524180046	1.340052198	0.180228375	0.994061663
PA1658	74.69951711	0.702790185	0.535956024	1.311283301	0.189762068	0.994061663
PA4423	139.4658247	0.702975582	0.52137854	1.34830172	0.177561359	0.994061663
PA3125	403.5199317	0.703081492	0.543154247	1.294441673	0.195512904	0.994061663
PA1986	43.83084367	0.703762754	0.575249034	1.223405365	0.221176628	0.994061663
PA1078	16.61474054	0.705518401	0.649847197	1.085668144	0.277625839	0.994061663
PA2543	16.61474054	0.705518401	0.649847197	1.085668144	0.277625839	0.994061663
PA5390	38.75288008	0.705548154	0.586048351	1.203907754	0.228625234	0.994061663
PA5043	21.69270414	0.705550791	0.633503505	1.113728314	0.265395759	0.994061663
PA0254	155.9023911	0.708571456	0.52224447	1.356781157	0.174850757	0.994061663
PA0589	52.56137758	0.709298571	0.560547746	1.265366913	0.20573983	0.994061663
PA4300	52.56137758	0.709298571	0.560547746	1.265366913	0.20573983	0.994061663
PA2245	187.9737401	0.709311497	0.523436126	1.355106118	0.17538375	0.994061663
PA4396	59.46562633	0.709973993	0.551181417	1.288094937	0.197712918	0.994061663
PA2636	82.00465773	0.710551374	0.532096326	1.335381093	0.18175165	0.994061663
PA3654	92.56147678	0.711969607	0.527717516	1.34914909	0.177289083	0.994061663
PA0079	154.4769978	0.712279013	0.522591746	1.362974097	0.172890674	0.994061663
PA0224	140.2676085	0.712379887	0.522378038	1.363724804	0.172654194	0.994061663
PA0532	143.9201788	0.713521658	0.522522264	1.365533505	0.17208543	0.994061663
PA2521	42.40545038	0.714316243	0.578813318	1.234104713	0.217163888	0.994061663
PA4728	13.3630621	0.714352277	0.657903457	1.08580107	0.277567013	0.994061663
PA1696	6.859705209	0.714554123	0.632277731	1.13012698	0.258422723	0.994061663
PA0425	163.6084236	0.714612373	0.523104238	1.366099377	0.171907774	0.994061663
PA1408	78.75297928	0.715361928	0.534407596	1.338607335	0.180698537	0.994061663
PA0213	18.44102569	0.715490038	0.644436241	1.110257295	0.26688817	0.994061663
PA4709	18.44102569	0.715490038	0.644436241	1.110257295	0.26688817	0.994061663
PA4927	51.13598429	0.718518975	0.563454609	1.275202942	0.20223742	0.994061663
PA3488	82.40554959	0.718637336	0.532613569	1.349265918	0.177251569	0.994061663
PA5024	82.40554959	0.718637336	0.532613569	1.349265918	0.177251569	0.994061663
PA0166	165.8356006	0.718977097	0.523634612	1.373051134	0.169736451	0.994061663
PA2905	5.434311919	0.71970133	0.598774465	1.201957285	0.229380078	0.994061663
PA4277.1	5.434311919	0.71970133	0.598774465	1.201957285	0.229380078	0.994061663
PA5392	5.434311919	0.71970133	0.598774465	1.201957285	0.229380078	0.994061663
PA5464	557.1951458	0.720838591	0.567252342	1.270754719	0.203815922	0.994061663
PA3738	32.24952319	0.721013651	0.602759049	1.196188847	0.231622872	0.994061663
PA4156	79.15387115	0.723722985	0.534944353	1.352893963	0.176089508	0.994061663
PA2388	20.26731085	0.723784554	0.638794929	1.133046808	0.257194597	0.994061663
PA2938	34.07580834	0.725616178	0.598357637	1.212679732	0.225252292	0.994061663
PA0631	15.18934725	0.72642995	0.654197587	1.11041368	0.266820806	0.994061663
PA1530	95.18954566	0.727189861	0.528375426	1.376274948	0.168736526	0.994061663
PA5498	84.63272661	0.727917543	0.532378881	1.367292298	0.171533705	0.994061663
PA2597	49.710591	0.728174596	0.5664738	1.2854515	0.198634555	0.994061663
PA2787	98.84211597	0.729013492	0.527591516	1.381776374	0.167040376	0.994061663
PA3250	58.4411249	0.729488541	0.554045837	1.316657382	0.187953495	0.994061663
PA4198	107.9735417	0.732679497	0.526245562	1.392276819	0.163838588	0.994061663
PA1598	711.9839485	0.733682309	0.589690936	1.244181086	0.213432923	0.994061663
PA1868	30.8241299	0.735292422	0.607330702	1.210695292	0.226012207	0.994061663
PA1490	17.0156324	0.735992531	0.649357153	1.133417145	0.257039117	0.994061663
PA1189	79.95565487	0.74023785	0.5359763	1.381101833	0.167247652	0.994061663
PA0794	239.4660728	0.743357749	0.530221631	1.401975523	0.160922556	0.994061663
PA1975	8.685990362	0.743738808	0.65094699	1.142548963	0.253225906	0.994061663
PA2414	53.76405316	0.745597001	0.561615096	1.327594302	0.184312168	0.994061663
PA1569	45.03351926	0.746356076	0.575971216	1.295821831	0.195036875	0.994061663
PA1932	45.03351926	0.746356076	0.575971216	1.295821831	0.195036875	0.994061663
PA4600	45.03351926	0.746356076	0.575971216	1.295821831	0.195036875	0.994061663
PA0123	92.73965094	0.746417382	0.530989358	1.405710625	0.159810071	0.994061663
PA4657	27.57245146	0.746579452	0.617006431	1.210002706	0.226277854	0.994061663
PA4039	498.4867597	0.746983645	0.560655301	1.332340287	0.182748394	0.994061663
PA4070	78.53026158	0.747352458	0.537486839	1.390457225	0.16439008	0.994061663
EBG00001435407	101.8710767	0.749107314	0.52894936	1.416217451	0.156711848	0.994061663
PA4279	13.76395396	0.749256018	0.657576706	1.139419952	0.254528038	0.994061663
PA0044	84.00911704	0.750121146	0.534781119	1.402669466	0.160715427	0.994061663
PA2155	29.39873661	0.750625606	0.61204114	1.226429985	0.220036908	0.994061663
PA3102	59.24290862	0.751368477	0.55488002	1.354109807	0.175701348	0.994061663
PA3894	59.24290862	0.751368477	0.55488002	1.354109807	0.175701348	0.994061663
PA4008	121.9602134	0.752274912	0.526901227	1.42773422	0.153368373	0.994061663
PA2940	73.45229799	0.752660246	0.541400413	1.390209958	0.16446513	0.994061663
PA4143	73.45229799	0.752660246	0.541400413	1.390209958	0.16446513	0.994061663
PA1945	365.8360966	0.752667566	0.543756686	1.384199192	0.166297471	0.994061663
PA5248	100.4456834	0.755089459	0.529846223	1.425110582	0.154125238	0.994061663
PA2369	10.51227552	0.761934361	0.658165726	1.157663384	0.247001432	0.994061663
PA0808	135.5459932	0.762538306	0.52763152	1.44520992	0.148398931	0.994061663
PA5371	117.2831417	0.762654081	0.528281696	1.4436504	0.14883734	0.994061663
PA4801	7.260597072	0.764129054	0.635896861	1.201655648	0.229496972	0.994061663
PA4774	63.29637079	0.764613796	0.551499116	1.386427963	0.165616263	0.994061663
PA3073	17.41652426	0.765475053	0.648897938	1.179654007	0.238137854	0.994061663
PA5369	93.94232653	0.767106261	0.532695361	1.440046822	0.149854153	0.994061663
PA2520	110.3788929	0.768133118	0.529527887	1.450599933	0.146891294	0.994061663
PA2512	54.56583689	0.768960008	0.562370371	1.367355122	0.171514022	0.994061663
PA1330	197.0160788	0.769148707	0.530262239	1.45050628	0.146917389	0.994061663
PA5398	161.9157691	0.769236161	0.528855364	1.454530317	0.145799335	0.994061663
PA2518	72.42779656	0.769365405	0.543701053	1.415052262	0.157053174	0.994061663
PA4131	72.42779656	0.769365405	0.543701053	1.415052262	0.157053174	0.994061663
PA5168	29.79962847	0.770117716	0.611978162	1.258407184	0.208244535	0.994061663
PA3594	76.08036686	0.770707337	0.541228526	1.423996149	0.154447587	0.994061663
PA2176	19.24280942	0.771012759	0.643558818	1.198045519	0.230899297	0.994061663
PA4909	19.24280942	0.771012759	0.643558818	1.198045519	0.230899297	0.994061663
PA4506	624.233174	0.771769628	0.581565608	1.327055137	0.184490444	0.994061663
PA2822	171.4480867	0.771994113	0.529497133	1.457976	0.144847158	0.994061663
PA2919	45.83530299	0.773635257	0.576508362	1.341932412	0.179617911	0.994061663
PA0630	12.33856067	0.77417923	0.659354248	1.174147634	0.240335897	0.994061663
PA1397	12.33856067	0.77417923	0.659354248	1.174147634	0.240335897	0.994061663
PA2464	12.33856067	0.77417923	0.659354248	1.174147634	0.240335897	0.994061663
PA3843	12.33856067	0.77417923	0.659354248	1.174147634	0.240335897	0.994061663
PA2516	21.06909457	0.775503043	0.638035162	1.215455024	0.224192593	0.994061663
PA0088	67.34983296	0.776269549	0.548553463	1.415121045	0.157033009	0.994061663
