Label,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,LONGEST_GAP,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TRACK_MAX_QUALITY,TRACK_MIN_QUALITY,TRACK_MEDIAN_QUALITY,TRACK_STD_QUALITY,Strain,Reporter,TimePoint,TeckRep,MSD,RMSD,PaqaTotalFluorescence,rfpTotalFluorescence,PaQa_RFP_ratio
Track_9432,2960,52,2,2,0,0,0,54,545,599,7.2570000000000014,2928,197.40200000000002,185.77200000000002,0,0.6459999999999999,2.241,0.096,0.49,0.512,5.2860000000000005,6.845,1.151,5.901,1.629,pilH-fliC-,PaQa,2,1,0.0,0.0,nan,nan,nan
Track_9439,2967,52,2,1,0,0,0,53,546,599,1.4669999999999999,2935,107.086,132.6,0,0.7190000000000001,1.714,0.059000000000000004,0.606,0.431,4.402,6.501,1.151,4.513,1.3,pilH-fliC-,PaQa,2,1,0.0,0.0,nan,nan,nan
Track_9441,2969,46,7,2,0,0,0,53,546,599,7.13,2937,77.939,123.882,0,0.7509999999999999,1.8519999999999999,7.584e-07,0.7559999999999999,0.451,3.516,6.72,1.033,3.5389999999999997,1.768,pilH-fliC-,PaQa,2,1,0.0,0.0,nan,nan,nan
Track_9464,2992,48,1,1,0,0,0,48,551,599,1.261,2960,120.62799999999999,133.653,0,0.593,2.583,0.114,0.547,0.401,5.055,7.682,2.855,4.977,0.9940000000000001,pilH-fliC-,PaQa,2,1,0.0,0.0,nan,nan,nan
Track_9480,3008,40,7,1,0,0,0,46,553,599,2.987,2976,155.998,43.98,0,0.618,1.4669999999999999,0.09,0.519,0.3670000000000001,3.411,6.309,1.151,3.7560000000000002,1.709,pilH-fliC-,PaQa,2,1,0.0,0.0,nan,nan,nan
Track_9482,3010,44,2,1,0,0,0,45,554,599,4.336,2978,6.848,4.665,0,0.797,1.8519999999999999,0.17300000000000001,0.7140000000000001,0.441,2.832,5.359,1.1,2.833,1.151,pilH-fliC-,PaQa,2,1,0.0,0.0,nan,nan,nan
Track_9483,3011,46,0,0,0,0,0,45,554,599,0.3670000000000001,2979,1.6880000000000002,182.613,0,0.643,2.492,0.0,0.6579999999999999,0.496,4.287,6.689,1.122,4.305,1.18,pilH-fliC-,PaQa,2,1,0.0,0.0,nan,nan,nan
Track_9487,3015,39,5,2,0,0,0,45,554,599,7.562,2983,131.23,66.99,0,0.746,2.6489999999999996,0.071,0.591,0.495,3.698,7.632999999999999,1.091,3.748,1.9980000000000002,pilH-fliC-,PaQa,2,1,0.0,0.0,nan,nan,nan
Track_9488,3016,41,4,2,0,0,0,45,554,599,2.235,2984,91.167,10.95,0,0.76,1.538,0.177,0.7040000000000001,0.359,2.946,4.449,1.004,3.301,1.056,pilH-fliC-,PaQa,2,1,0.0,0.0,nan,nan,nan
Track_9490,3018,40,3,2,0,0,0,44,555,599,8.271,2986,107.588,146.179,0,0.815,2.187,0.254,0.72,0.44299999999999995,3.67,6.358,1.2429999999999999,3.752,1.505,pilH-fliC-,PaQa,2,1,0.0,0.0,nan,nan,nan
Track_9493,3021,39,3,3,0,0,0,43,556,599,4.213,2989,58.591,218.50799999999998,0,0.626,2.081,0.0,0.506,0.493,5.062,8.318999999999999,1.715,4.917,1.4680000000000002,pilH-fliC-,PaQa,2,1,0.0,0.0,nan,nan,nan
Track_9495,3023,44,0,0,0,0,0,43,556,599,2.0069999999999997,2991,184.11599999999999,41.236999999999995,0,0.853,2.224,0.105,0.7829999999999999,0.389,4.141,7.03,1.151,4.169,1.4340000000000002,pilH-fliC-,PaQa,2,1,0.0,0.0,nan,nan,nan
